date,purchase_id,state,city,salesperson,product,product_id,price,customer_name,client_gender,payment_method
2024-10-13 09:32:06.081809,138,Colorado,Denver,James Wilson,Apple Watch,2.0,399.0,Troy Davis,male,Credit Card
2024-10-13 13:08:08.129583,887,Florida,Orlando,Olivia Taylor,MacBook,0.0,1299.0,Lester Wooten,male,Credit Card
2024-10-13 14:30:06.381485,244,Florida,Orlando,Sarah Davis,iPhone,3.0,999.0,Isaura Barber,female,Credit Card
2024-10-13 15:06:07.221010,557,New York,New York,Emily Johnson,iPhone,3.0,999.0,Bruce Yoder,male,Credit Card
2024-10-13 15:09:09.684167,1453,Florida,Orlando,Olivia Taylor,AirPods,4.0,199.0,Shannon Martinez,female,Cash
2024-10-13 15:50:10.900175,1892,Texas,Austin,Jessica Moore,iPad,1.0,499.0,Mildred Roby,female,Cash
2024-10-13 16:55:10.913745,1904,Florida,Orlando,Olivia Taylor,iPhone,3.0,999.0,Tyler Rezentes,male,Bank Transfer
2024-10-13 17:43:07.085906,512,New York,New York,Michael Brown,iPhone,3.0,999.0,Anthony Thero,male,Debit Card
2024-10-14 07:59:08.242260,908,New York,New York,Michael Brown,AirPods,4.0,199.0,Anna Shireman,female,Cash
2024-10-14 09:52:08.034392,848,Texas,Austin,Jessica Moore,iPad,1.0,499.0,Annie Shore,female,Bank Transfer
2024-10-14 10:37:07.478798,666,Washington,Olympia,Ashley Harris,AirPods,4.0,199.0,Samuel Thomas,male,Bank Transfer
2024-10-14 11:51:09.919628,1519,Washington,Olympia,Matthew Clark,iPad,1.0,499.0,Barbara Reynolds,female,Cash
2024-10-14 12:54:07.626019,736,Colorado,Denver,James Wilson,MacBook,0.0,1299.0,Anna Green,female,Debit Card
2024-10-14 13:02:09.890471,1510,Texas,Austin,Jessica Moore,AirPods,4.0,199.0,Natasha Williams,female,Bank Transfer
2024-10-14 13:17:11.033970,1970,Florida,Orlando,Olivia Taylor,iPad,1.0,499.0,Bonnie White,female,Credit Card
2024-10-14 13:37:09.496771,1402,Colorado,Denver,John Miller,Apple Watch,2.0,399.0,Jack Shanberg,male,Bank Transfer
2024-10-14 16:37:10.814895,1860,Washington,Olympia,Matthew Clark,iPhone,3.0,999.0,Alice Fowler,female,Bank Transfer
2024-10-14 18:01:06.042243,126,Texas,Austin,Jessica Moore,Apple Watch,2.0,399.0,Quinton Ortega,male,Cash
2024-10-15 11:15:09.916882,1516,Washington,Olympia,Matthew Clark,Apple Watch,2.0,399.0,Anne Ogle,female,Cash
2024-10-15 11:53:05.749178,2,Washington,Olympia,Ashley Harris,iPhone,3.0,999.0,William Mchendry,male,Debit Card
2024-10-16 07:59:05.835326,25,New York,New York,Emily Johnson,AirPods,4.0,199.0,Tania Watson,female,Bank Transfer
2024-10-16 08:41:07.884745,805,Colorado,Denver,James Wilson,Apple Watch,2.0,399.0,Orlando Rochat,male,Bank Transfer
2024-10-16 14:58:06.188405,182,Washington,Olympia,Ashley Harris,Apple Watch,2.0,399.0,Edward Bove,male,Debit Card
2024-10-16 16:03:11.034057,1971,New York,New York,Michael Brown,MacBook,0.0,1299.0,Mark Leveille,male,Bank Transfer
2024-10-16 16:46:06.545141,284,Washington,Olympia,Matthew Clark,MacBook,0.0,1299.0,James Nutter,male,Credit Card
2024-10-17 07:40:10.497944,1738,Colorado,Denver,James Wilson,Apple Watch,2.0,399.0,Violet Cordell,female,Cash
2024-10-17 12:26:10.306982,1662,Colorado,Denver,James Wilson,Apple Watch,2.0,399.0,Laura Williford,female,Bank Transfer
2024-10-17 16:36:06.599707,304,New York,New York,Emily Johnson,Apple Watch,2.0,399.0,Tracy Hacker,female,Cash
2024-10-17 18:01:08.889255,1186,New York,New York,Emily Johnson,AirPods,4.0,199.0,Judith Williams,female,Cash
2024-10-18 08:09:10.099171,1590,Florida,Orlando,Olivia Taylor,iPad,1.0,499.0,Michele Schmidt,female,Credit Card
2024-10-18 13:28:10.322279,1669,Washington,Olympia,Ashley Harris,iPad,1.0,499.0,Carol Morton,female,Credit Card
2024-10-18 13:39:08.517251,1007,Florida,Orlando,Olivia Taylor,MacBook,0.0,1299.0,John Avina,male,Debit Card
2024-10-18 13:51:07.555117,697,Washington,Olympia,Ashley Harris,MacBook,0.0,1299.0,John Kennedy,male,Cash
2024-10-18 14:17:08.404679,980,New York,New York,Michael Brown,Apple Watch,2.0,399.0,Bernadette Anderson,female,Bank Transfer
2024-10-18 15:20:10.423436,1703,Florida,Orlando,Olivia Taylor,iPad,1.0,499.0,Todd Moore,male,Debit Card
2024-10-19 08:39:09.315924,1342,Texas,Austin,Daniel Dean,iPad,1.0,499.0,Daisy Giles,female,Credit Card
2024-10-19 08:57:08.327901,946,New York,New York,Emily Johnson,Apple Watch,2.0,399.0,Charles Lee,male,Credit Card
2024-10-19 14:45:06.086264,148,Texas,Austin,Daniel Dean,MacBook,0.0,1299.0,Michael Leggett,male,Cash
2024-10-19 14:55:09.326347,1354,Texas,Austin,Jessica Moore,AirPods,4.0,199.0,Olga Trotter,female,Cash
2024-10-19 15:05:10.207882,1636,Washington,Olympia,Matthew Clark,iPhone,3.0,999.0,Richard Hinkley,male,Credit Card
2024-10-19 16:21:08.816759,1143,Texas,Austin,Daniel Dean,MacBook,0.0,1299.0,Jennifer Bushman,female,Bank Transfer
2024-10-20 12:37:09.279572,1336,Colorado,Denver,James Wilson,iPad,1.0,499.0,Carmen Brodsky,female,Bank Transfer
2024-10-20 14:04:07.640191,748,Florida,Orlando,Sarah Davis,AirPods,4.0,199.0,Anna Hunt,female,Cash
2024-10-20 17:20:09.832040,1489,Washington,Olympia,Ashley Harris,iPad,1.0,499.0,Gloria Orrick,female,Credit Card
2024-10-21 08:31:08.093258,875,Colorado,Denver,James Wilson,iPad,1.0,499.0,Warren Holmes,male,Debit Card
2024-10-21 08:41:10.594676,1774,Florida,Orlando,Olivia Taylor,iPad,1.0,499.0,Doris Hudson,female,Bank Transfer
2024-10-21 10:18:09.535359,1412,New York,New York,Michael Brown,iPad,1.0,499.0,William Driscoll,male,Bank Transfer
2024-10-21 15:07:09.114411,1286,Washington,Olympia,Ashley Harris,AirPods,4.0,199.0,Michael Mcmillan,male,Credit Card
2024-10-21 15:56:10.405848,1700,Texas,Austin,Daniel Dean,iPad,1.0,499.0,Andrew Rhodes,male,Bank Transfer
2024-10-22 07:53:07.174129,538,Washington,Olympia,Matthew Clark,MacBook,0.0,1299.0,Paul Neal,male,Bank Transfer
2024-10-22 10:48:09.339108,1363,Colorado,Denver,John Miller,AirPods,4.0,199.0,Gregory Lopze,male,Debit Card
2024-10-22 17:12:05.909640,68,Florida,Orlando,Olivia Taylor,iPad,1.0,499.0,Ronnie Boucher,male,Debit Card
2024-10-22 17:42:06.779936,386,Texas,Austin,Jessica Moore,MacBook,0.0,1299.0,Angela Williams,female,Bank Transfer
2024-10-23 15:40:09.821723,1482,New York,New York,Emily Johnson,MacBook,0.0,1299.0,Amy Madril,female,Bank Transfer
2024-10-23 16:45:06.948236,450,Florida,Orlando,Olivia Taylor,AirPods,4.0,199.0,Billie Stinnett,male,Credit Card
2024-10-23 16:57:10.181610,1626,Colorado,Denver,James Wilson,iPad,1.0,499.0,Judy Barbour,female,Debit Card
2024-10-23 18:31:10.278478,1658,Colorado,Denver,John Miller,AirPods,4.0,199.0,Jared Koger,male,Credit Card
2024-10-24 08:24:09.324606,1352,Texas,Austin,Daniel Dean,MacBook,0.0,1299.0,Lyle Richards,male,Bank Transfer
2024-10-24 08:45:07.222184,559,Texas,Austin,Jessica Moore,iPad,1.0,499.0,Danny Martinez,male,Bank Transfer
2024-10-24 10:08:07.475638,664,Colorado,Denver,John Miller,AirPods,4.0,199.0,Myra Hurst,female,Debit Card
2024-10-24 15:56:08.742857,1110,New York,New York,Michael Brown,Apple Watch,2.0,399.0,Jackie Osterman,female,Bank Transfer
2024-10-24 16:45:11.108951,1998,Washington,Olympia,Ashley Harris,Apple Watch,2.0,399.0,Venita Frye,female,Debit Card
